tweet_id,user_id,created_at,text,url,mentions,lang,favorites,retweets,replies,quotes,view_count,hashtags
1813906192676405586,234242735,Thu Jul 18 11:58:31 +0000 2024,PiggyVest me me. Me to PiggyVest,https://t.co/dixKrMy0jl,,lt,2,1,0,2,395,
1816507498268160137,1351253574878191618,Thu Jul 25 16:15:11 +0000 2024,Women would have 1 million sitting in their piggyvest and be begging you for 10k.,,,en,286,122,40,1,8737,
1818526742690062339,858915738,Wed Jul 31 05:58:56 +0000 2024,Cant wait to wakeup to the first credit alert of the month from PiggyVest and I can swear its hugeeeee,,,en,1,0,1,0,130,
1812812683638423728,271100891,Mon Jul 15 11:33:18 +0000 2024,"Everybody dey save for PiggyVest, then theres me ",https://t.co/3SBoquJIbM,,en,67,26,75,71,34227,
1818437790431957475,1294469250468413442,Wed Jul 31 00:05:28 +0000 2024,"Whatever the fuck we say to Ogbon is what Ogbon hears, whatever the fuck we say to ogba is what ogba accepts. I call you son of Piggyvest this night, credit my account with 1M or know no rest.",,@getpocketapp,en,1,0,3,1,470,
1818225257242612165,2147536810,Tue Jul 30 10:00:56 +0000 2024,All fintechs are not safe in Nigeria. They are too exposed. Carry your savings back to the normal traditional banks. Even I no trust Piggyvest.,,@TserElizabeth @joinkuda,en,2,0,1,0,542,
1818337531156451407,1491342921408430081,Tue Jul 30 17:27:05 +0000 2024,I use Kuda and piggyvest,,@Igor_ugr @jessica_xls,et,0,0,0,0,20,
1818523598836891726,3586082896,Wed Jul 31 05:46:27 +0000 2024,I've withdrawn from my piggyvest twice this month ,,,en,0,0,2,2,170,
1811416482775281884,1150907500385984512,Thu Jul 11 15:05:18 +0000 2024,I don't know who needs to hear this but that babe that you are spending your life savings on is probably stacking up her piggyvest.,https://t.co/pShTXtGULN,,en,1,2,1,0,202,
1818354391378018319,1167689157935804422,Tue Jul 30 18:34:04 +0000 2024,"Na this saving app I need for my life. Piggyvest no strict at all. As we dey save, we dey transfer am back",,@ayobanjiolawuyi @cowrywise,en,0,0,0,0,37,
1811346983241629820,4714760909,Thu Jul 11 10:29:08 +0000 2024,"The moment of truth is here Whether you're confident of an A1 or unsure if you did good, there's only one way to find out. Log into the PiggyVest app to check your W.A.E.C. report and share your result with the class ",https://t.co/DrNljUGZyg,,en,76,30,46,14,36075,
1818292609166516687,1241839139210829824,Tue Jul 30 14:28:34 +0000 2024,Piggyvest if i save 33k from it for the last 2 months e no go bad o...i go come use ham go concert by December,,,en,11,4,5,1,1552,
1818186800629739942,1491342921408430081,Tue Jul 30 07:28:08 +0000 2024,Kudapiggyvestmonuepoint are still powering on and I think its mostly because 1. They already marketed themselves on a grassroots scale before going to bbn 2. People understood how they worked and also their services was for everyone 3. They had different explanatory ads,,@jessica_xls,en,5,0,1,0,609,
1818175398774964678,763495513505275905,Tue Jul 30 06:42:49 +0000 2024,Piggyvest,,@simeonkoolluck,lt,0,0,1,0,34,
1818034049090531708,1482009721368457225,Mon Jul 29 21:21:09 +0000 2024,"935 AM, deposits some money inside Piggyvest. 1021 PM, withdraws the money for feeding and other urgent bills. ",https://t.co/0rbIl92uBp,,en,31,4,6,2,955,
1818211293821628569,1482090972657893377,Tue Jul 30 09:05:27 +0000 2024,"If Una no give me gift this year,I go switch to piggyvest",,@cowrywise,en,0,0,0,0,66,
1818329588487143766,172208381,Tue Jul 30 16:55:31 +0000 2024,I think piggyvest should have a safe lock you can always deposit money at will ..,,,en,0,0,1,0,114,
1818305591267221895,1253424235780816904,Tue Jul 30 15:20:10 +0000 2024,PiggyVest ,,@yabaleftonline,lt,1,0,1,0,424,
1817173553915003258,1772309834676711424,Sat Jul 27 12:21:51 +0000 2024,"The way I wan save like werey till year end ehn, I go just dey broke make PiggyVest Dey chop.",https://t.co/0Kr2aNgFRm,@PiggyBankNG,en,247,3,2,0,30998,
1805960587546911032,1741394836689739777,Wed Jun 26 13:45:31 +0000 2024,"Last month to last week, I was so worried, looking for how to raise money, piggyvest too showing me shege ontop my own money, trying to borrow money from friends cause I was in a deep sht Today, Im peaceful, eating without anything giving me headaches. Our difficulties is also a phase, it might look like you wont survive it but you will Just hold on, hustle and pray Theres always a payday for every hustlersomeday, we wont be worried about basic things anymore, well make bigger financial decisions by God grace.",,,en,116,55,45,2,3274,
1807666540638060672,180019073,Mon Jul 01 06:44:22 +0000 2024,"I don't use piggyvest. So every time I need to download it for one reason or the other, I always have to reset my password even though my password is correct  And then the app tell me to update by force, but i literally just downloaded it fresh from the app store.",https://t.co/gEoZlxHkDR,,en,5,1,3,0,1577,
1804923114712612879,2343922803,Sun Jun 23 17:02:59 +0000 2024,Whos sponsoring your lifestyle Me PiggyVest  my sponsor wey no dey dissapoint,https://t.co/ipJEeSJebI,,en,14,1,3,0,1015,
1807737231236317505,389329432,Mon Jul 01 11:25:16 +0000 2024,"3rd quarter of the year kicks off, how much have you saved with PiggyVest so far ",https://t.co/vgz3zk007M,,en,12,4,6,0,2060,
1807708861639303244,349089201,Mon Jul 01 09:32:32 +0000 2024,PiggyVest  ,https://t.co/DDCEjTwQhp,,lt,2,0,0,0,238,
1807732914731278813,964422632,Mon Jul 01 11:08:07 +0000 2024,"This or That Holla for yours on 2348081569309. We deliver wherever you are, wherever you want Size 4046 Price N48000 Me amp U Pork Osimhen Piggyvest Unilag Iyabo Ojo Toyin Abraham",https://t.co/8lBnMk15IN,,en,12,17,1,0,638,
1807730873376051428,838383229098946560,Mon Jul 01 11:00:00 +0000 2024,Piggyvest I know its my end of the month savings you dey find like this,https://t.co/vLrLN6H2a9,,en,17,1,2,0,2379,
1806440115356553288,1102253928132030465,Thu Jun 27 21:31:00 +0000 2024,Please is there a way to break a locked PiggyVest savings,https://t.co/WDneakamg8,,en,20,3,6,1,2182,
1807712330295152829,4533801891,Mon Jul 01 09:46:19 +0000 2024,PiggyVest go whine you but no panic ,https://t.co/UCx4A6wctA,,en,8,1,2,1,1787,
1804554940884427207,227838783,Sat Jun 22 16:39:59 +0000 2024,I have bn unseated from the number 1 position but I loveee it I love seeing people achieve their financial goals and doing what they said they would do This is from a savings challenge I started at the beginning of the year on piggyvest. These women are not playinggg,https://t.co/y7F1xHtGE5,,en,13,1,1,4,23199,
1818388311565910252,1593175437462720515,Tue Jul 30 20:48:52 +0000 2024,If PiggyVest crashes today the number of girl that would cry you would be surprised Left for me if piggy crashes I fit commit suicide,,,en,11,0,7,0,406,
1807774553281572967,200169173,Mon Jul 01 13:53:34 +0000 2024,"All roads leads to LEKKI AVIATION TOWN on Tuesday 2nd July, 2024 for the GRAND LAUNCH and Housing Deficit summit. billionairerealtor Koko Zaria Toyin Abraham Wike Piggyvest Dapo Abiodun Unilag Naijarealtor",https://t.co/2HVyJCJLbF,,en,2,1,1,1,539,billionairerealtor Naijarealtor
1807712360884281644,3384527195,Mon Jul 01 09:46:27 +0000 2024,Na that tittle gan gan fit me o PiggyVest Cos e no easy to save in this economy,https://t.co/uyOeBAyY2Y,,en,8,2,1,0,3586,
1804111097319792868,1129689823890026496,Fri Jun 21 11:16:19 +0000 2024,So beautiful  So powerful weapon  A bride's prayer. FOLLOW this page for more Christian content   Rufai Olumide Akpata Obi Cubana Naira Marley Wizkid Arise TV Kenneth Okonkwo Benin Boys Asake PiggyVest Sanusi Kano,https://t.co/g6oaSwNeEI,,en,0,0,0,0,426,
1804117962967724115,1082246293248983040,Fri Jun 21 11:43:35 +0000 2024,"Tutorial O'Clock JBL HEADSET Landing Page Design Software Photoshop Click the link in my pinned tweet to watch the full video Feel free to recreate, share, and repost hamster PiggyVest Tyrion Lannister Partey Burkina Faso Obi Cubana Kanye West",https://t.co/jYxrYWDzJY,,en,6,2,0,0,423,
1804085850008936893,1072184395979767808,Fri Jun 21 09:35:59 +0000 2024,"1080⁰ Universal Rotating splash water filter..... N3,000 N2,000 from 50pcs Kindly repost  PiggyVest Arise TV hamster Bread Brotherly Danny Imade Likeeeee Kidney Teni uiuxdesign Olumide Apata Paripesa Emir Bayero",https://t.co/E34Wq7TAaU,,en,10,3,0,0,2864,hamster uiuxdesign
